pdf_page,source_row,section,vehicle_category,review_status,review_note,NO,KODING,MERK,TYPE,TAHUN_BUAT,NJKB,BOBOT,DP_PKB
503,5310,,,verified,"Visually verified at PDF page 503, source row 5310.",5310,701167 08549,HONDA,C1M02N42L1 A/T,2024,12.500.000,1,12.500.000
